SYMBOL	SYMBOL	Norm_F_GSM96454	Norm_F_GSM96455	Norm_F_GSM96456	Norm_F_GSM96457	Norm_F_GSM96458	Norm_F_GSM96459	Norm_F_GSM96461	Norm_M_GSM96470	Norm_M_GSM96471	Norm_M_GSM96472	Norm_M_GSM96473	Norm_M_GSM96474	Norm_M_GSM96475	Norm_M_GSM96476	Tumour_F_GSM96462	Tumour_F_GSM96463	Tumour_F_GSM96464	Tumour_F_GSM96466	Tumour_F_GSM96467	Tumour_F_GSM96468	Tumour_F_GSM96469	Tumour_M_GSM96477	Tumour_M_GSM96478	Tumour_M_GSM96479	Tumour_M_GSM96480	Tumour_M_GSM96481	Tumour_M_GSM96482	Tumour_M_GSM96483	p-value
ADAT1	ADAT1	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1
ADD1	ADD1	1.563100522	0.620791483	0.633495322	0.874552362	0.640127987	0.555701392	0.953240062	0.645381192	1.134936164	1.303861394	0.745369503	0.496134094	1.173911828	0.878184486	0.712834927	0.878184486	0.420227886	1.088759837	0.823386204	0.608317926	0.579345115	0.649106985	0.630588759	0.668340275	0.345072146	0.688430404	0.366867858	0.30554078	0.025347294
ADFP	ADFP	0.77550439	1.655968151	1.045131738	1.221081787	1.1027119	1.030849152	1.281033836	1.700348774	1.168560353	1.152590861	1.101551621	1.400493574	1.145789959	1.623646866	1.46968901	0.713208474	1.458549688	1.335151853	0.877378335	1.537714789	1.029255117	1.538512348	1.25985737	2.138368893	1.156005455	1.361409981	1.391468555	1.670327686	0.36143786
ADG-90	ADG-90	2.412783852	0.128073711	1.00E-06	0.008321706	1.00E-06	0.086453584	1.00E-06	1.00E-06	0.456616019	1.00E-06	1.00E-06	0.801835561	0.082370825	0.09556177	0.089741841	1.00E-06	1.00E-06	1.00E-06	0.210495662	1.00E-06	0.191711482	1.00E-06	0.053195768	0.123632115	0.315262759	1.00E-06	0.123903419	0.221072582	0.286236912
ADH5	ADH5	0.088259724	1.596598906	0.096514602	0.028380415	0.028086941	1.00E-06	1.00E-06	0.562436342	1.194021863	0.528449966	0.756258801	0.674054857	0.440459327	0.987965357	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.273860793	1.00E-06	0.236174055	0.590123507	0.202401107	0.333787909	0.391100129	0.179316107	1.00E-06	0.595050863	0.057066408
ADIR	ADIR	2.84967801	4.461052639	4.398731049	3.978176709	3.919055128	4.187273319	3.83672399	5.772949616	5.872252842	3.283254414	6.488820701	4.612459958	4.416314775	4.4045926	5.461311264	4.021717719	4.933094837	3.808709974	4.950422139	3.975783475	5.60442857	5.724825976	5.205061567	5.575185753	4.427498907	6.483315409	2.985531388	4.923593306	0.28155728
ADK	ADK	0.115966429	1.00E-06	1.00E-06	0.057610106	0.014206964	0.047988585	0.027431468	0.521168131	0.363477086	1.00E-06	0.316799822	0.185428771	0.328205882	0.446001428	0.111710477	0.018691155	0.072378553	1.00E-06	0.086731706	1.00E-06	0.298150533	0.50674758	0.061763277	0.386899571	0.334565708	1.00E-06	1.235083083	0.410388717	0.449959116
ADM	ADM	55.97328302	27.91674451	26.32048771	47.475092	27.71810415	24.94042718	50.75222137	36.41169504	23.31033131	22.09496768	9.780057282	23.40786437	40.47524277	38.74051371	43.66181665	36.75207216	20.57434052	31.14032741	40.06373	15.73099574	36.41169504	22.7107515	24.01807905	28.3322131	40.47524277	11.34935905	83.05553747	57.02246647	0.672441678
ADORA2A	ADORA2A	0.188628772	0.287419957	0.058301064	0.037974608	0.287644477	0.094663363	0.481935244	0.432405698	1.00E-06	2.181937009	0.434850969	1.751875408	0.208507458	0.875482057	0.282033015	1.00E-06	1.00E-06	0.118441312	0.021004322	0.120788847	0.004691938	0.781536771	1.099299788	2.292997625	1.331327212	0.965244025	0.69848748	1.689317305	0.575752877
ADPRTL3	ADPRTL3	1.00E-06	0.555701392	0.018892061	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.133887488	0.328205882	0.130693977	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.504654603	1.00E-06	1.00E-06	0.414015415
ADRM1	ADRM1	0.308043128	1.00E-06	1.00E-06	1.00E-06	0.042619536	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.275026017
ADSL	ADSL	0.055253181	1.00E-06	0.015158388	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.018393111	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.391944035
ADSS	ADSS	1.885075992	0.420741404	0.717322359	1.004711565	0.825382729	0.594542055	1.085553689	1.363839158	0.607977045	0.835181286	0.31407006	0.805711235	0.728413048	0.947145053	0.897922637	0.531570067	0.830879789	0.699196103	0.821855594	0.919607625	1.000082846	0.832268242	0.396700553	0.69321308	0.655905057	0.508013416	0.105399203	0.559067868	0.136967542
AF053356_CDS3	AF053356_CDS3	0.069254788	0.360960657	0.056396726	0.000963997	1.00E-06	0.075923582	0.086416889	0.032561083	0.119347005	0.279066262	0.251399004	0.481262702	0.089059089	0.141482548	0.19112679	0.025286855	0.056458203	0.255334643	0.08710964	0.081911661	0.041688167	0.258513364	0.304596321	0.077362036	0.23513378	0.851082701	1.00E-06	0.039531089	0.642062607
AF1Q	AF1Q	0.946101235	1.04313312	1.405141831	1.137630536	0.858468166	1.130032337	1.148902661	1.013213973	1.249283	1.402869865	0.821180825	1.086794329	0.966565591	0.569104273	1.087787971	0.921596762	1.143991683	1.030880875	0.875912122	1.218533002	0.930966059	0.923968317	0.860530475	0.726766682	0.977694378	0.876956952	0.563788376	0.688271355	0.080384735
AF3P21	AF3P21	0.183314564	1.00E-06	0.072378553	0.023238423	1.00E-06	1.00E-06	0.111372151	1.00E-06	0.173425109	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.036404861	0.001076104	0.031844811	0.02336227	1.00E-06	0.056820393	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.373353158	1.00E-06	0.9278677
AFG3L1	AFG3L1	0.489865271	3.292415412	1.181498627	0.612172179	0.97486596	0.858737996	0.387625512	1.555455798	3.796678358	2.173645747	2.11325038	1.90623734	1.659098456	1.915028272	0.127776572	0.690748939	0.459972454	0.553701541	1.02723184	0.542665357	0.694990769	1.771124522	1.521045616	1.650347999	1.625567234	1.368007007	1.366507406	1.602810482	0.080381323
AGA	AGA	1.85338349	5.183475988	1.774538365	2.332157504	0.725483032	1.33649471	2.579482602	1.878873363	2.55114668	2.935416436	1.788933586	1.375870611	2.405181279	3.530402917	0.988476859	0.875875842	2.003993623	1.184009453	1.050293321	2.703293374	1.686500774	2.164396148	2.009315603	1.905213378	1.92144426	1.83888046	1.862559905	2.232997229	0.102051184
AGMAT	AGMAT	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.324919666	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.18954528	1.00E-06	0.232311977
AGPAT1	AGPAT1	1.32813877	0.658543382	2.184091305	2.382002185	1.842417985	1.923370095	2.141963323	0.712715147	0.515614275	0.602749246	0.603752952	0.536212015	0.903511708	3.19844153	2.274598081	1.716758908	2.640861139	2.201097685	1.982731702	2.196553704	2.089147216	1.056225651	0.839920443	0.960995643	1.044723897	0.751581444	0.736838819	1.066615867	0.628369585
AGPAT2	AGPAT2	0.74564155	0.638816469	0.726861466	0.406122751	0.693819778	0.820734603	0.696906804	0.571176748	0.457011755	0.394414373	0.542036316	0.339283795	0.756973897	1.01934169	0.805391291	1.056071241	0.618703049	0.481553631	0.620402168	0.473758724	0.557460396	0.766496278	0.880663885	0.609607128	0.755074556	1.105432812	0.388813128	0.570125341	0.418018872
AGPAT3	AGPAT3	2.226689445	1.00E-06	2.000440603	2.526816338	0.399407417	1.140316683	2.792340622	2.637664934	1.00E-06	1.00E-06	0.673342873	1.00E-06	1.00E-06	0.776334384	2.694782127	1.277832029	1.277183888	0.901465239	1.783853199	2.671089233	2.658900117	2.205479049	1.011003844	2.479418854	1.406506571	1.038703919	1.00E-06	1.528234499	0.145944892
AGR2	AGR2	1.00E-06	0.194813791	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.113713877	0.089741841	0.971524989
AGT	AGT	3.242683399	5.600034083	3.027620833	1.509662745	1.107244663	1.354017448	1.986166921	5.045841396	5.529862431	2.990345514	2.135506146	2.053250869	3.127521403	4.944674227	1.564813527	2.235655539	3.219558746	1.647609926	1.10093203	1.830570853	3.187253467	2.225167287	1.900286471	1.390208659	1.666287424	3.83927849	1.293391764	2.181937009	0.042421132
AGTRAP	AGTRAP	0.597541856	1.00E-06	0.02648865	0.014530547	1.00E-06	0.035059837	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.251358889	1.00E-06	1.00E-06	1.00E-06	0.005838153	0.003202898	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.527123496	1.00E-06	1.00E-06	0.890527742
AHCY	AHCY	4.964561782	1.00E-06	0.686901031	0.428770719	0.870849367	0.27267311	0.611674764	0.052960301	0.301386555	2.113825765	0.516712405	0.416351	0.166668467	0.720710518	0.449919754	0.194250004	0.539392242	0.598868259	0.429016879	0.559566106	1.503046293	1.00E-06	0.133399085	1.00E-06	1.33145748	1.00E-06	0.178869043	1.109994576	0.337462983
AHCYL1	AHCYL1	0.206018612	0.359133803	0.102310214	0.266306641	0.031166647	0.017765455	0.093351937	0.289928757	0.284649322	1.00E-06	2.519445308	1.00E-06	0.10907674	1.786787945	0.08772481	0.076669144	0.117761116	0.009703148	0.164257597	0.050747438	0.149821677	0.122289953	0.127907708	0.214692156	0.397937172	0.121396384	0.267834771	0.226036507	0.188543289
AICDA	AICDA	0.090879253	0.410388717	0.068927091	0.072236433	0.100258284	0.059600471	0.076583745	0.408190492	0.295478761	1.00E-06	0.306379553	0.41755686	0.200117715	0.214792488	0.045383967	0.001444916	0.190111119	0.049839441	0.08855134	0.11274118	1.00E-06	0.044906275	0.192530307	0.299104456	0.290972321	1.00E-06	0.620448119	0.151299453	0.457703771
AIF1	AIF1	4.442496705	1.133727163	2.754969444	3.315814854	3.643484755	3.198427388	2.935416436	0.887683506	0.82874454	3.90410438	3.227633028	2.862484276	2.414416404	2.705402353	1.666287424	5.289742642	3.329596966	5.411391084	4.175311881	3.219558746	3.210638974	1.828131174	2.443865372	2.660804896	2.388811911	1.982444018	1.033936977	1.888478381	0.726018575
AIM2	AIM2	3.343523188	0.95823834	0.922978697	1.736683874	1.117305385	1.489955169	1.129574328	3.602564257	1.983520079	3.682179527	1.342083482	3.566738335	1.65114329	2.581088618	2.415987379	0.863694886	2.101026457	1.117898134	1.391468555	1.11558979	1.232880661	1.754328548	2.287116057	2.469328127	2.431869462	2.800966648	0.981492175	1.580843241	0.337764266
AIPL1	AIPL1	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	4.169959559	1.00E-06	1.00E-06	0.335561278
AK1	AK1	0.278239674	1.00E-06	0.105227973	0.488158912	0.47528033	0.262150944	0.101029471	0.365239572	1.00E-06	1.00E-06	0.231645344	1.00E-06	1.00E-06	0.316534477	0.971501777	1.275042891	0.183512157	0.186898847	0.192723667	0.187553704	0.233382713	1.00E-06	0.369629077	0.28630341	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.435512845
AK2	AK2	1.00E-06	0.338456073	0.149797982	0.039463275	0.15954667	0.124693239	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.249967491	1.00E-06	0.169668191	0.169475919	0.38188233	0.000194667	0.036334935	0.120788847	1.00E-06	0.12763948	1.168560353	0.126258342	1.00E-06	0.406702759	0.148390638	0.175120719	0.412035056	0.108374858	0.156596367
AK3	AK3	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.141768056	1.00E-06	1.00E-06	1.00E-06	0.073494503	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.254824727	1.00E-06	0.425337088
AK5	AK5	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.229664821	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.10908433	1.00E-06	0.640844432
AKAP1	AKAP1	1.798340946	4.913748593	1.965318542	2.229920581	2.219988153	2.069570156	1.664530965	5.738588696	5.811637664	6.306036305	3.104405348	7.440567795	6.999492476	5.68083498	2.603361252	2.260386091	1.571220395	3.210638974	1.901763088	2.150523276	1.87478437	4.870312885	4.283000746	5.283205163	5.446982262	3.513168177	5.540342086	6.023677762	0.468886699
AKAP10	AKAP10	1.00E-06	1.00E-06	0.041192733	0.011354424	0.076583745	1.00E-06	0.120912618	0.14819764	0.240991384	1.00E-06	0.203059191	0.247076911	1.00E-06	1.00E-06	1.00E-06	0.001311809	0.03399178	0.027516904	1.00E-06	0.029364756	0.183512157	0.225635323	0.232047086	0.102464004	0.08784243	1.00E-06	0.465217484	0.06565925	0.556982361
AKAP12	AKAP12	4.08876605	1.00E-06	0.919213992	0.751538821	1.00E-06	1.316575589	0.16439692	1.00E-06	1.00E-06	2.867921396	1.341279108	3.428487391	1.00E-06	0.840822863	0.895970267	0.28443433	0.844014471	0.074191081	0.15954667	1.008734503	0.230571994	1.238976891	0.388108211	0.755862412	2.133910424	0.65223617	1.00E-06	1.793333873	0.367300676
AKAP7	AKAP7	0.255199033	1.053627151	1.419539449	1.122198533	0.785545357	1.584632189	1.03031858	0.92157487	0.699196103	0.409966805	0.572414586	0.26360166	1.102125539	0.779962224	1.247850849	1.04616579	1.650347999	1.241277731	1.08676434	2.010829111	1.345379268	0.870670645	1.075831517	0.944959604	1.305435582	0.941832092	0.531013704	0.872205555	0.049337616
AKL3L	AKL3L	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.130693977	1.00E-06	1.00E-06	0.335561278
AKR1A1	AKR1A1	2.047574087	1.628899409	1.503717007	1.205162897	1.824355535	1.526526817	1.936719424	0.872171686	2.197830087	1.270401937	1.403033741	1.306561333	1.805787995	0.962795057	1.562951552	1.583793955	1.502280968	1.847805168	1.362507168	1.918980578	1.226704186	1.81451158	2.284536265	1.976737292	1.93762976	1.405903732	2.199998234	2.369698769	0.091056498
AKR1B1	AKR1B1	0.452541887	0.963940517	0.733251992	0.563932121	0.594617407	0.884518846	0.579377594	0.620257344	0.825843174	0.480127701	0.525069451	0.643375035	0.581511915	0.536131121	0.706362646	0.558821038	0.707333824	0.441908037	0.960935848	0.675765668	0.803158532	0.681928444	0.911771803	0.947089353	0.617306672	0.782147277	0.407272901	0.955524973	0.199389234
AKR1B10	AKR1B10	0.061763277	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.346058435	1.00E-06	1.00E-06	1.00E-06	0.342049212	0.125403249	0.236633995	1.00E-06	0.379976796	0.040445773	0.00015303	1.00E-06	1.00E-06	0.252371661	1.00E-06	1.00E-06	1.544407196	0.290715071	1.00E-06	1.00E-06	1.203017856	1.00E-06	1.00E-06	0.35724264
AKR1C1	AKR1C1	0.149161864	0.313570284	0.086888439	0.050319729	0.039200133	0.06565925	0.078303726	1.00E-06	1.00E-06	0.215206415	0.221324435	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.229450431	0.331502017	0.021746203	1.00E-06	0.010860632	0.043660937	0.094663363	1.00E-06	1.00E-06	1.00E-06	0.458373507	0.190354504	1.00E-06	0.812047361
AKR1C2	AKR1C2	0.525059597	1.00E-06	1.00E-06	1.00E-06	0.014271932	0.370112708	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.472720124	1.00E-06	1.00E-06	1.00E-06	0.019391322	0.025026169	0.035550914	0.004114009	0.084449089	0.019335575	0.031541439	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.138999517
AKR1C3	AKR1C3	1.450928189	1.00E-06	0.342009048	0.53119445	0.503129348	0.499135309	0.438371671	0.128747147	0.139017788	0.73776044	0.606418756	0.16338318	0.274379234	0.233289375	0.243315245	0.352361369	0.38275394	0.526269978	0.540572864	0.251550887	0.531904333	0.098082737	1.00E-06	0.219761164	0.049774727	0.203233705	0.238926479	0.207980318	0.158073003
AKR7A2	AKR7A2	1.669501955	3.522992607	1.019296551	1.104721671	1.627425824	1.015005996	1.215889048	3.664853121	3.991248775	2.633945359	1.631242048	2.53655585	2.674045018	2.804581276	0.955607982	0.987744079	1.02660286	1.230186307	0.970744757	0.961989214	0.805544107	3.415263878	2.583666662	4.552315702	2.681127448	2.342842991	8.661601177	3.751886709	0.675111692
AKT1	AKT1	0.108153855	1.00E-06	0.430338466	0.069555757	0.026623733	0.490950309	0.611587215	1.00E-06	1.00E-06	0.567094039	0.761320033	0.473624304	0.079061177	0.350856436	0.096195532	0.024837377	0.160947603	0.245899269	1.00E-06	0.38188233	0.214557748	0.133595159	0.335796248	0.338456073	0.162300352	1.00E-06	1.00E-06	1.00E-06	0.114335385
ALAD	ALAD	0.466261596	0.166701753	1.07883715	0.779574796	0.959175136	0.853945967	0.663764155	0.35519375	1.00E-06	0.74582431	0.480144366	0.398433302	0.584250435	0.28630341	0.940919377	0.586483017	0.740774206	0.814479469	0.453492572	0.782478624	1.764107576	1.00E-06	0.091871232	0.208261761	0.23756198	0.218855	0.945989938	1.00E-06	0.987894179
ALAS1	ALAS1	0.122581085	0.170987492	0.079710533	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.016123677	0.014607797	1.00E-06	1.00E-06	1.00E-06	0.023729964	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.154473491
ALB	ALB	1.00E-06	1.00E-06	0.003291344	0.094663363	0.029431886	0.005708752	1.00E-06	1.00E-06	1.00E-06	0.628518852	1.00E-06	0.207990353	1.00E-06	1.00E-06	1.00E-06	0.014271932	1.00E-06	1.00E-06	0.031102201	0.083995053	0.016209877	0.039864084	0.129475827	0.649470214	0.191939973	1.00E-06	0.253300601	0.352471893	0.410462206
ALDH1A1	ALDH1A1	52.40709073	105.1068563	47.475092	37.19241867	44.11263838	45.30797415	62.40358349	74.67819831	76.99881559	99.43598924	555.2502037	78.87213332	113.785202	97.1574723	62.40358349	25.06999244	39.37133577	47.04524086	27.53846073	102.593918	42.51099627	109.6515079	128.0939211	173.3020431	135.7139514	148.3789137	85.88221189	102.593918	0.626388645
ALDH1A3	ALDH1A3	0.633495322	0.363948829	0.460250889	0.357319582	0.92157487	0.582364151	0.415717911	0.221072582	0.495825722	0.484340621	0.136146388	0.975489471	0.229000483	0.124056259	0.498688046	0.417020457	0.352471893	0.497329781	0.419209189	0.500455043	0.637262603	0.195777106	0.604435363	0.146887844	0.524476418	0.738074361	1.00E-06	0.539549267	0.791370616
ALDH1B1	ALDH1B1	1.238976891	13.39122611	3.259067795	3.65079155	4.51630906	12.68082425	4.166547568	5.63208334	9.675450818	1.245806001	7.876754297	1.196640993	3.432058213	2.641313727	5.68083498	2.465541936	6.080665417	3.584514159	5.231974083	5.313789532	3.495380017	5.600034083	6.306036305	3.632075095	7.28276978	8.48082718	4.845174497	6.212397624	0.981184526
ALDH2	ALDH2	1.00E-06	0.309454504	1.00E-06	0.248608528	0.04423159	0.010252307	0.028621448	1.00E-06	0.287845436	1.00E-06	1.00E-06	1.00E-06	0.363735884	0.139228625	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.120466464	1.00E-06	0.00406822	1.00E-06	1.00E-06	0.152240313	0.203059191	1.00E-06	0.191711482	0.331502017	0.520628693
ALDH3A1	ALDH3A1	0.561788257	0.298693087	0.499982895	0.750633922	0.340894297	0.196944632	0.52071842	0.293471558	0.386602659	0.401879983	0.308165717	0.348722597	0.38932141	0.353230236	0.759051932	0.717460326	0.412583007	0.824869831	0.385172301	0.574041572	0.378486637	0.399372694	0.445198702	0.430262929	0.314442171	0.435879231	0.266421353	0.199400997	0.314955923
ALDH3A2	ALDH3A2	4.030807115	2.390427751	4.557294382	6.014844296	4.88521939	4.769469264	5.624557576	3.825269721	4.365402333	4.748357316	4.323075719	5.624557576	4.045060839	2.199321728	4.33197204	6.892886539	6.400780185	6.258302036	4.615899834	6.795867074	4.700439116	3.962764255	4.66124509	3.848145904	4.944674227	4.694705456	3.682179527	3.820696078	0.176334649
ALDH3B1	ALDH3B1	0.635065111	0.933530791	0.659048215	0.710873371	2.064176056	1.387650362	1.158693324	0.511793124	0.383967145	0.399631529	0.719127677	0.115823172	0.953733492	0.430343607	2.242802225	3.610563257	1.09593164	1.183155484	1.560329226	1.145856317	1.461743851	0.78595765	0.706488596	0.588884622	0.72443876	0.441260877	0.570098076	0.97853232	0.112698041
ALDH3B2	ALDH3B2	12.14993408	8.757705602	17.55469557	15.3814417	30.50824575	17.35177719	18.33713166	13.24204976	14.51247273	8.734625891	7.933472428	7.891450934	18.26881082	6.857230268	17.63918821	8.136440428	12.49250483	22.81854632	20.79526346	19.02207986	16.68722183	9.989844031	10.33846047	11.94212255	16.81521419	7.272135057	7.551877848	12.37385105	0.906453885
ALDH4A1	ALDH4A1	1.079909679	0.826903186	1.353060752	0.849721116	0.973674559	0.786891039	1.014728714	1.580843241	1.240205046	0.911754446	0.81147703	2.716270076	1.864060711	1.582789008	1.608633453	1.429469356	1.399846412	1.569346867	1.329479957	1.382402328	1.950219148	1.812132743	1.692407781	1.598403941	1.255414635	2.211191739	0.640494393	1.331683578	0.151694271
ALDH6A1	ALDH6A1	1.00E-06	1.00E-06	0.048104997	0.037204454	1.00E-06	1.00E-06	1.00E-06	0.309939096	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.453732448	0.266349585	0.061018203	1.00E-06	0.049504583	0.069437929	0.135068428	0.373811972	0.044104183	1.00E-06	0.780773192	0.093207636	1.00E-06	1.3874128	1.00E-06	0.143054197
ALDH7A1	ALDH7A1	0.081395275	2.47120397	0.037137448	0.013946905	1.00E-06	1.00E-06	1.00E-06	1.324646033	1.265753107	1.00E-06	1.00E-06	1.00E-06	1.394712045	2.346916881	0.020419372	0.438251333	0.014395759	0.029892144	1.00E-06	1.00E-06	0.130693977	2.817866361	1.529198423	3.305024342	1.716291252	0.308043128	12.65351736	3.75741626	0.194101247
ALDH9A1	ALDH9A1	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.001844675	1.00E-06	0.076422875	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.032942117	0.135042724	1.00E-06	0.006614567	1.00E-06	0.063530828	1.00E-06	0.077020712	1.00E-06	0.154123065	1.00E-06	0.467187081	1.00E-06	1.00E-06	0.096089736
ALDOA	ALDOA	3.827883366	1.42937022	3.025996844	2.931200004	2.625787443	2.384354954	3.05085982	1.766679424	1.630822231	2.212813556	1.819174207	2.433877428	1.658363786	1.839160746	2.808928453	2.793899507	3.203708739	2.895994147	2.696478537	2.688238988	3.175063719	1.889167878	1.693743931	1.921626082	1.833222323	1.193526201	1.495357529	1.837738994	0.888472533
ALDOC	ALDOC	0.494923895	0.325181727	0.206130609	0.734193874	0.140611946	0.734193874	0.373353158	0.605748478	0.444010671	0.442113331	0.626884629	0.881662161	0.269185565	0.413732505	0.13444311	0.282238786	0.41893404	0.24684003	0.546110919	0.170987492	0.74582431	0.542665357	0.367257227	0.778260774	0.516063108	1.00E-06	0.567981624	0.254220543	0.351506743
ALEX1	ALEX1	0.074447462	1.00E-06	0.112461589	1.00E-06	1.00E-06	0.014771258	0.047152886	0.201102368	1.00E-06	0.22268534	0.342539008	1.00E-06	1.00E-06	1.00E-06	0.013684627	0.005534694	1.00E-06	1.00E-06	1.00E-06	0.095684127	0.008858459	0.157753157	1.00E-06	0.102626637	0.088856578	2.093051784	0.186692218	1.00E-06	0.421117175
